60497847,0.7,1359368269.51,2013/01/28 10:17:49,2013/01/28 02:17:49 PST,"46.6 km (  28.9 mi) ESE ( 119. azimuth) from Longview, WA",45.9352,-122.4130,21.2,13.2
10830543,1.5,1321387333.66,2011/11/15 20:02:13,2011/11/15 12:02:13 PST,"28.0 km (  17.4 mi) ESE ( 104. azimuth) from Grants Pass, OR",42.378,-122.9962,0.0,0.0
10807748,0.9,1290047266.82,2010/11/18 02:27:46,2010/11/17 18:27:46 PST,"17.9 km (  11.1 mi) WNW ( 288. azimuth) from Klamath Falls, OR",42.2757,-121.9872,12.1,7.5
10820333,1.7,1312588790.7,2011/08/05 23:59:50,2011/08/05 16:59:50 PDT,"67.1 km (  41.7 mi) NW  ( 308. azimuth) from Klamath Falls, OR",42.5973,-122.4247,17.5,10.8
60404887,1.6,1337620208.29,2012/05/21 17:10:08,2012/05/21 10:10:08 PDT,"34.6 km (  21.5 mi) NNE (  16. azimuth) from Portland, OR",45.8347,-122.4992,0.0,0.0
10825708,2.0,1314228532.11,2011/08/24 23:28:52,2011/08/24 16:28:52 PDT,"3.9 km (   2.4 mi) NNE (  14. azimuth) from Carnation, Wa",47.6818,-121.9022,23.4,14.5
10810763,0.9,1299021461.05,2011/03/01 23:17:41,2011/03/01 15:17:41 PST,"40.2 km (  25.0 mi) ESE ( 109. azimuth) from Longview, WA",46.0207,-122.4478,16.5,10.2
60728311,1.1,1395764935.65,2014/03/25 16:28:55,2014/03/25 09:28:55 PDT,"12.1 km (   7.5 mi) ENE (  73. azimuth) from The Dalles, OR",45.6262,-121.0242,0.0,0.0
61022161,2.6,1432459294.91,2015/05/24 09:21:34,2015/05/24 02:21:34 PDT,"11.1 km (   6.9 mi) E   (  99. azimuth) from Monroe, WA",47.8412,-121.8245,20.2,12.5
10815628,1.5,1304024087.5,2011/04/28 20:54:47,2011/04/28 13:54:47 PDT,"26.1 km (  16.2 mi) E   (  83. azimuth) from Centralia, WA",46.7452,-122.6200,0.0,0.0
60840807,1.5,1407804170.57,2014/08/12 00:42:50,2014/08/11 17:42:50 PDT,"17.8 km (  11.0 mi) ENE (  64. azimuth) from Canby, OR",45.333,-122.4868,26.2,16.3
60517457,0.8,1365851200.23,2013/04/13 11:06:40,2013/04/13 04:06:40 PDT,"25.8 km (  16.0 mi) SSW ( 198. azimuth) from Bremerton, WA",47.3465,-122.7372,25.0,15.5
