10830543,1.5,1321387333.66,2011/11/15 20:02:13,2011/11/15 12:02:13 PST,"28.0 km (  17.4 mi) ESE ( 104. azimuth) from Grants Pass, OR",42.378,-122.9962,0.0,0.0
10810738,2.0,1299018168.7,2011/03/01 22:22:48,2011/03/01 14:22:48 PST,"9.1 km (   5.6 mi) SW  ( 217. azimuth) from Kennewick, WA",46.1377,-119.1933,4.7,2.9
60778582,2.4,1400706825.75,2014/05/21 21:13:45,2014/05/21 14:13:45 PDT,"66.4 km (  41.2 mi) W   ( 265. azimuth) from Penticton, BC",49.4452,-120.4978,0.0,0.0
10801773,1.8,1282804291.61,2010/08/26 06:31:31,2010/08/25 23:31:31 PDT,"22.4 km (  13.9 mi) NW  ( 307. azimuth) from Granite Falls, WA",48.206,-122.2077,0.0,0.0
60581427,1.6,1377794512.09,2013/08/29 16:41:52,2013/08/29 09:41:52 PDT,"42.0 km (  26.1 mi) S   ( 175. azimuth) from Eugene, OR",43.6762,-123.0380,0.0,0.0
61036017,1.3,1435649587.49,2015/06/30 07:33:07,2015/06/30 00:33:07 PDT,"19.1 km (  11.9 mi) ESE ( 106. azimuth) from Friday Harbor, WA",48.4875,-122.7555,26.8,16.6
60996176,0.8,1428529129.39,2015/04/08 21:38:49,2015/04/08 14:38:49 PDT,"48.2 km (  29.9 mi) S   ( 175. azimuth) from Port Angeles, WA",47.6837,-123.3843,9.0,5.6
10810093,0.9,1285147302.93,2010/09/22 09:21:42,2010/09/22 02:21:42 PDT,"17.6 km (  10.9 mi) NW  ( 313. azimuth) from Deming, WA",48.9323,-122.3933,73.7,45.7
60999146,0.9,1429094647.69,2015/04/15 10:44:07,2015/04/15 03:44:07 PDT,"35.6 km (  22.1 mi) E   (  93. azimuth) from Morton, WA",46.5435,-121.8105,6.1,3.8
60068813,1.0,1407094218.82,2014/08/03 19:30:18,2014/08/03 12:30:18 PDT,"26.8 km (  16.7 mi) NW  ( 307. azimuth) from Portland, OR",45.6813,-122.8942,8.0,5.0
60383372,2.1,1330452273.72,2012/02/28 18:04:33,2012/02/28 10:04:33 PST,"68.2 km (  42.4 mi) WSW ( 257. azimuth) from Penticton, BC",49.3585,-120.5008,0.0,0.0
60405336,2.2,1332810083.19,2012/03/27 01:01:23,2012/03/26 18:01:23 PDT,"41.4 km (  25.7 mi) ENE (  59. azimuth) from Skykomish, WA",47.8978,-120.8872,8.2,5.1
60440477,1.7,1344809875.68,2012/08/12 22:17:55,2012/08/12 15:17:55 PDT,"24.9 km (  15.5 mi) SE  ( 130. azimuth) from Woodburn, OR",45.0015,-122.6098,0.0,0.0
60728311,1.1,1395764935.65,2014/03/25 16:28:55,2014/03/25 09:28:55 PDT,"12.1 km (   7.5 mi) ENE (  73. azimuth) from The Dalles, OR",45.6262,-121.0242,0.0,0.0
61022161,2.6,1432459294.91,2015/05/24 09:21:34,2015/05/24 02:21:34 PDT,"11.1 km (   6.9 mi) E   (  99. azimuth) from Monroe, WA",47.8412,-121.8245,20.2,12.5
10809168,2.0,1290745731.82,2010/11/26 04:28:51,2010/11/25 20:28:51 PST,"24.4 km (  15.2 mi) ESE ( 116. azimuth) from Eatonville, WA",46.7718,-121.9760,6.4,4.0
10831053,1.5,1317165251.25,2011/09/27 23:14:11,2011/09/27 16:14:11 PDT,"9.6 km (   6.0 mi) NNW ( 337. azimuth) from Friday Harbor, WA",48.6145,-123.0567,13.4,8.3
10832923,2.2,1319538381.53,2011/10/25 10:26:21,2011/10/25 03:26:21 PDT,"39.3 km (  24.4 mi) E   (  90. azimuth) from Eatonville, WA",46.8673,-121.7477,1.7,1.0
10821803,2.5,1297940104.59,2011/02/17 10:55:04,2011/02/17 02:55:04 PST,"31.4 km (  19.5 mi) S   ( 172. azimuth) from Morton, WA",46.2787,-122.2145,6.3,3.9
60457022,2.7,1348839960.88,2012/09/28 13:46:00,2012/09/28 06:46:00 PDT,"38.2 km (  23.8 mi) SSE ( 161. azimuth) from Morton, WA",46.233,-122.1132,9.5,5.9
10821158,0.8,1309066118.17,2011/06/26 05:28:38,2011/06/25 22:28:38 PDT,"11.3 km (   7.0 mi) W   ( 270. azimuth) from Bremerton, WA",47.566,-122.7807,18.0,11.1
60728056,0.7,1395706960.43,2014/03/25 00:22:40,2014/03/24 17:22:40 PDT,"54.3 km (  33.8 mi) WNW ( 285. azimuth) from Maupin, OR",45.3043,-121.7492,6.9,4.3
60394667,1.6,1334857257.85,2012/04/19 17:40:57,2012/04/19 10:40:57 PDT,"1.9 km (   1.2 mi) WSW ( 242. azimuth) from Entiat, WA",47.6538,-120.2453,3.5,2.2
60967821,0.9,1423833556.03,2015/02/13 13:19:16,2015/02/13 05:19:16 PST,"0.9 km (   0.6 mi) NNW ( 348. azimuth) from Kirkland, Wa",47.6898,-122.2095,5.1,3.1
60731597,1.0,1396565521.38,2014/04/03 22:52:01,2014/04/03 15:52:01 PDT,"1.1 km (   0.7 mi) NNE (  21. azimuth) from Granite Falls, WA",48.0935,-121.9625,0.0,0.0
10793878,1.4,1278000161.22,2010/07/01 16:02:41,2010/07/01 09:02:41 PDT,"21.0 km (  13.1 mi) E   (  96. azimuth) from Newport, OR",44.6188,-123.7877,16.1,10.0
10807448,1.3,1287216986.32,2010/10/16 08:16:26,2010/10/16 01:16:26 PDT,"41.0 km (  25.4 mi) S   ( 170. azimuth) from Morton, WA",46.1952,-122.1858,1.2,0.7
60540097,0.9,1371099722.89,2013/06/13 05:02:02,2013/06/12 22:02:02 PDT,"8.8 km (   5.5 mi) W   ( 260. azimuth) from Seattle, WA",47.5887,-122.4495,24.4,15.1
60462221,1.7,1347046355.11,2012/09/07 19:32:35,2012/09/07 12:32:35 PDT,"50.6 km (  31.4 mi) S   ( 186. azimuth) from Coos Bay, OR",42.9147,-124.2793,0.0,0.0
60922967,2.5,1416766549.6,2014/11/23 18:15:49,2014/11/23 10:15:49 PST,"59.6 km (  37.1 mi) SW  ( 231. azimuth) from Forks, WA",47.6098,-125.0027,20.8,12.9
10805828,1.6,1289103997.33,2010/11/07 04:26:37,2010/11/06 21:26:37 PDT,"12.9 km (   8.0 mi) NNW ( 328. azimuth) from Canby, OR",45.361,-122.7782,15.9,9.9
61022682,1.0,1433701871.35,2015/06/07 18:31:11,2015/06/07 11:31:11 PDT,"19.5 km (  12.1 mi) SW  ( 227. azimuth) from Eatonville, WA",46.7492,-122.4533,24.2,15.0
60672507,0.9,1390020942.19,2014/01/18 04:55:42,2014/01/17 20:55:42 PST,"12.2 km (   7.6 mi) ENE (  77. azimuth) from Poulsbo, WA",47.7595,-122.4863,22.6,14.0
60040008,0.7,1385159875.88,2013/11/22 22:37:55,2013/11/22 14:37:55 PST,"48.0 km (  29.8 mi) WSW ( 238. azimuth) from The Dalles, OR",45.3667,-121.6952,5.1,3.2
10793813,0.8,1270460823.63,2010/04/05 09:47:03,2010/04/05 02:47:03 PDT,"23.3 km (  14.5 mi) ENE (  70. azimuth) from Eatonville, WA",46.9385,-121.9765,15.5,9.6
60509286,2.4,1362780722.85,2013/03/08 22:12:02,2013/03/08 14:12:02 PST,"66.8 km (  41.5 mi) W   ( 267. azimuth) from Penticton, BC",49.4662,-120.5067,0.0,0.0
60783282,3.1,1401016903.49,2014/05/25 11:21:43,2014/05/25 04:21:43 PDT,"36.7 km (  22.8 mi) SW  ( 229. azimuth) from Mount Vernon, WA",48.2033,-122.7125,56.1,34.8
10817218,0.9,1306011393.93,2011/05/21 20:56:33,2011/05/21 13:56:33 PDT,"40.7 km (  25.3 mi) WSW ( 255. azimuth) from Bremerton, WA",47.4742,-123.1550,46.5,28.9
